Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
IBM IT Support,IBM,"[' Customer Success', ' Cloud Computing', ' Computer Networking', ' Strategy and Operations', ' Operating Systems', ' Cloud Storage', ' Cloud Applications', ' Leadership and Management', ' System Security', ' Customer Support', ' Communication', ' Computer Programming', ' Cyberattacks', ' Cloud Infrastructure', ' Cloud Platforms', ' Databases', ' DevOps', ' Networking Hardware', ' Cryptography', ' IBM Cloud', ' Information Technology', ' Network Architecture', ' Network Security', ' Security Engineering', ' Software Engineering']",4.7,6900,Beginner ,· Professional Certificate ,· 3 - 6 Months,"IBM IT Support  Customer Success, Cloud Computing, Computer Networking, Strategy and Operations, Operating Systems, Cloud Storage, Cloud Applications, Leadership and Management, System Security, Customer Support, Communication, Computer Programming, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Cryptography, IBM Cloud, Information Technology, Network Architecture, Network Security, Security Engineering, Software Engineering IBM"
Business Intelligence (BI) Analyst,IBM,"[' Data Management', ' Databases', ' SQL', ' Data Visualization', ' Database Administration', ' Database Application', ' Database Design', ' Microsoft Excel', ' Data Structures', ' Data Architecture', ' Database Theory', ' Spreadsheet Software', ' Data Model', ' Data Warehousing', ' Python Programming', ' Computer Programming', ' Data Analysis', ' NoSQL', ' PostgreSQL', ' Professional Development', ' Plot (Graphics)', ' Business Analysis', ' Statistical Visualization', ' Data Mining', ' Data Science', ' Data Visualization Software', ' R Programming', ' Business Intelligence', ' Forecasting', ' Interactive Data Visualization', ' Statistical Analysis']",4.7,9600,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Business Intelligence (BI) Analyst  Data Management, Databases, SQL, Data Visualization, Database Administration, Database Application, Database Design, Microsoft Excel, Data Structures, Data Architecture, Database Theory, Spreadsheet Software, Data Model, Data Warehousing, Python Programming, Computer Programming, Data Analysis, NoSQL, PostgreSQL, Professional Development, Plot (Graphics), Business Analysis, Statistical Visualization, Data Mining, Data Science, Data Visualization Software, R Programming, Business Intelligence, Forecasting, Interactive Data Visualization, Statistical Analysis IBM"
Meta Front-End Developer,Meta,"[' HTML and CSS', ' Javascript', ' Front-End Web Development', ' React (web framework)', ' Web Development', ' User Experience', ' Algorithms', ' Computer Science', ' Web Design', ' Application Development', ' Computer Programming', ' Software Engineering', ' Web Development Tools', ' Collaboration', ' Communication', ' Data Structures', ' Human Computer Interaction', ' Interactive Design', ' Linux', ' Problem Solving', ' Product Design', ' Software Engineering Tools', ' Software Testing']",4.7,16000,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Meta Front-End Developer  HTML and CSS, Javascript, Front-End Web Development, React (web framework), Web Development, User Experience, Algorithms, Computer Science, Web Design, Application Development, Computer Programming, Software Engineering, Web Development Tools, Collaboration, Communication, Data Structures, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Engineering Tools, Software Testing Meta"
Generative AI Fundamentals,IBM,"[' Machine Learning', ' Natural Language Processing']",4.7,116,Beginner ,· Specialization ,· 3 - 6 Months,"Generative AI Fundamentals  Machine Learning, Natural Language Processing IBM"
Information Technology (IT) and Cloud Fundamentals,IBM,"[' Cloud Computing', ' Computer Networking', ' Operating Systems', ' Cloud Storage', ' System Security', ' Cloud Applications', ' Cyberattacks', ' Cloud Infrastructure', ' Cloud Platforms', ' Databases', ' DevOps', ' Networking Hardware', ' Computer Programming', ' Cryptography', ' IBM Cloud', ' Network Architecture', ' Network Security', ' Security Engineering', ' Software Engineering']",4.7,6400,Beginner ,· Specialization ,· 3 - 6 Months,"Information Technology (IT) and Cloud Fundamentals  Cloud Computing, Computer Networking, Operating Systems, Cloud Storage, System Security, Cloud Applications, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Computer Programming, Cryptography, IBM Cloud, Network Architecture, Network Security, Security Engineering, Software Engineering IBM"
Microsoft Power BI Data Analyst,Microsoft,"[' Data Analysis', ' Data Management', ' Data Mining', ' Data Model', ' Data Visualization', ' Extract', ' Transform', ' Load', ' Microsoft Excel', ' Power BI', ' SQL']",4.6,1400,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Microsoft Power BI Data Analyst  Data Analysis, Data Management, Data Mining, Data Model, Data Visualization, Extract, Transform, Load, Microsoft Excel, Power BI, SQL Microsoft"
Generative AI for Everyone,DeepLearning.AI,"[' Strategy', ' Writing']",4.9,528,Beginner ,· Course ,· 1 - 4 Weeks,"Generative AI for Everyone  Strategy, Writing DeepLearning.AI"
IBM AI Engineering,IBM,"[' Machine Learning', ' Deep Learning', ' Artificial Neural Networks', ' Human Learning', ' Python Programming', ' Machine Learning Algorithms', ' Applied Machine Learning', ' Algorithms', ' Machine Learning Software', ' Regression', ' Network Model', ' Statistical Machine Learning', ' Computer Vision', ' Apache', ' Big Data', ' Computer Programming', ' Data Analysis', ' Network Architecture', ' Extract', ' Transform', ' Load', ' Data Visualization', ' Tensorflow', ' Visualization (Computer Graphics)', ' Dimensionality Reduction', ' Natural Language Processing', ' Data Science']",4.6,18000,Intermediate ,· Professional Certificate ,· 3 - 6 Months,"IBM AI Engineering  Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Machine Learning Software, Regression, Network Model, Statistical Machine Learning, Computer Vision, Apache, Big Data, Computer Programming, Data Analysis, Network Architecture, Extract, Transform, Load, Data Visualization, Tensorflow, Visualization (Computer Graphics), Dimensionality Reduction, Natural Language Processing, Data Science IBM"
IBM IT Project Manager,IBM,"[' Software Engineering', ' Agile Software Development', ' Computer Programming', ' Software Engineering Tools', ' Application Development', ' Programming Principles', ' Software Architecture', ' Communication', ' Cloud Applications', ' Scrum (Software Development)', ' Software-Defined Networking', ' Technical Product Management', ' Leadership and Management', ' Project Management', ' Cloud Computing', ' IBM Cloud', ' Information Technology', ' Operating Systems', ' Python Programming', ' Risk Management']",4.8,2700,Beginner ,· Professional Certificate ,· 3 - 6 Months,"IBM IT Project Manager  Software Engineering, Agile Software Development, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Communication, Cloud Applications, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming, Risk Management IBM"
IBM Data Warehouse Engineer,IBM,"[' Data Management', ' Database Administration', ' Databases', ' SQL', ' Database Application', ' Extract', ' Transform', ' Load', ' Data Warehousing', ' Data Structures', ' Database Design', ' Data Engineering', ' Computer Programming', ' Data Analysis', ' Data Architecture', ' Database Theory', ' Apache', ' Python Programming', ' Leadership and Management', ' Professional Development', ' Big Data', ' Data Model', ' Distributed Computing Architecture', ' Business Analysis', ' PostgreSQL', ' Devops Tools', ' Cloud Computing', ' Linux', ' IBM Cloud', ' Network Security', ' NoSQL', ' Business Intelligence', ' Data Science']",4.7,3800,Beginner ,· Professional Certificate ,· 3 - 6 Months,"IBM Data Warehouse Engineer  Data Management, Database Administration, Databases, SQL, Database Application, Extract, Transform, Load, Data Warehousing, Data Structures, Database Design, Data Engineering, Computer Programming, Data Analysis, Data Architecture, Database Theory, Apache, Python Programming, Leadership and Management, Professional Development, Big Data, Data Model, Distributed Computing Architecture, Business Analysis, PostgreSQL, Devops Tools, Cloud Computing, Linux, IBM Cloud, Network Security, NoSQL, Business Intelligence, Data Science IBM"
Generative AI for Software Developers,IBM,"[' Natural Language Processing', ' Software Engineering']",4.7,106,Intermediate ,· Specialization ,· 1 - 3 Months,"Generative AI for Software Developers  Natural Language Processing, Software Engineering IBM"
Generative AI for Data Scientists,IBM,"[' Data Analysis', ' Data Science', ' Natural Language Processing']",4.7,106,Intermediate ,· Specialization ,· 1 - 3 Months,"Generative AI for Data Scientists  Data Analysis, Data Science, Natural Language Processing IBM"
Foundations of Cybersecurity,Google,"[' Linux', ' Computer Programming', ' Leadership and Management', ' SQL']",4.9,14000,Beginner ,· Course ,· 1 - 4 Weeks,"Foundations of Cybersecurity  Linux, Computer Programming, Leadership and Management, SQL Google"
Foundations of Project Management,Google,"[' Project Management', ' Strategy and Operations', ' Business Communication', ' Change Management', ' Organizational Development', ' Communication', ' Culture', ' Emotional Intelligence', ' Influencing', ' Leadership and Management', ' People Management', ' Planning']",4.9,75000,Beginner ,· Course ,· 1 - 4 Weeks,"Foundations of Project Management  Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning Google"
Supervised Machine Learning: Regression and Classification,DeepLearning.AI,"[' Machine Learning', ' Machine Learning Algorithms', ' Regression', ' Applied Machine Learning', ' Algorithms', ' Statistical Machine Learning', ' Mathematics', ' Critical Thinking', ' Machine Learning Software', ' Python Programming']",4.9,16000,Beginner ,· Course ,· 1 - 4 Weeks,"Supervised Machine Learning: Regression and Classification  Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming DeepLearning.AI"
"BI Foundations with SQL, ETL and Data Warehousing",IBM,"[' Data Management', ' Extract', ' Transform', ' Load', ' Data Warehousing', ' Database Administration', ' Apache', ' Computer Programming', ' Python Programming', ' Data Analysis', ' Data Structures', ' Databases', ' Big Data', ' Database Application', ' Distributed Computing Architecture', ' Cloud Computing', ' Database Theory', ' Devops Tools', ' Leadership and Management', ' Linux', ' SQL', ' Business Intelligence', ' IBM Cloud']",4.6,20000,Beginner ,· Specialization ,· 3 - 6 Months,"BI Foundations with SQL, ETL and Data Warehousing  Data Management, Extract, Transform, Load, Data Warehousing, Database Administration, Apache, Computer Programming, Python Programming, Data Analysis, Data Structures, Databases, Big Data, Database Application, Distributed Computing Architecture, Cloud Computing, Database Theory, Devops Tools, Leadership and Management, Linux, SQL, Business Intelligence, IBM Cloud IBM"
